# Delay[ns]	Avg Transient	0148 Delay[ns]	0148 Transient	0149 Delay[ns]	0149 Transient	0150 Delay[ns]	0150 Transient	0151 Delay[ns]	0151 Transient	0152 Delay[ns]	0152 Transient
1.421500e+02	2.529455e-02	1.221500e+02	1.725616e-02	1.241500e+02	2.212498e-02	1.181500e+02	-4.064255e-02	1.241500e+02	1.929921e-02	1.341500e+02	1.433473e-02
1.441500e+02	7.066642e-03	1.261500e+02	5.689126e-02	1.281500e+02	-3.397800e-02	1.221500e+02	-2.290878e-03	1.261500e+02	-1.315757e-02	1.361500e+02	3.334027e-02
1.481500e+02	2.442999e-02	1.301500e+02	1.300542e-02	1.301500e+02	8.607364e-03	1.241500e+02	2.004472e-02	1.281500e+02	-1.554608e-03	1.381500e+02	1.155671e-02
1.501500e+02	1.037096e-02	1.321500e+02	6.846221e-02	1.341500e+02	-2.801600e-02	1.261500e+02	-9.880924e-03	1.301500e+02	1.307395e-02	1.401500e+02	5.232823e-02
1.541500e+02	1.877811e-02	1.361500e+02	1.415921e-02	1.381500e+02	1.468232e-02	1.281500e+02	-2.502495e-02	1.321500e+02	-9.837009e-03	1.421500e+02	4.355150e-02
1.561500e+02	1.369241e-02	1.381500e+02	1.854220e-03	1.401500e+02	1.079516e-02	1.301500e+02	2.049593e-04	1.361500e+02	6.867941e-03	1.441500e+02	-9.964336e-03
1.581500e+02	7.900688e-03	1.401500e+02	6.111419e-02	1.421500e+02	4.587356e-03	1.321500e+02	2.854279e-02	1.381500e+02	-1.899296e-03	1.461500e+02	3.253056e-02
1.601500e+02	6.439328e-03	1.421500e+02	5.511454e-02	1.441500e+02	-1.125792e-02	1.361500e+02	2.925256e-02	1.401500e+02	-2.857271e-02	1.481500e+02	4.517176e-02
1.641500e+02	3.183981e-02	1.441500e+02	4.070315e-02	1.481500e+02	1.385824e-02	1.381500e+02	-3.338184e-03	1.421500e+02	-6.493568e-04	1.501500e+02	3.829612e-02
1.661500e+02	1.977688e-02	1.481500e+02	4.507186e-02	1.501500e+02	-6.159910e-03	1.401500e+02	3.183925e-02	1.461500e+02	-3.753833e-02	1.521500e+02	1.147607e-02
1.681500e+02	1.852133e-02	1.501500e+02	1.112673e-02	1.521500e+02	-1.192326e-02	1.441500e+02	6.227662e-03	1.481500e+02	-2.161143e-03	1.541500e+02	2.170055e-02
1.701500e+02	1.668608e-02	1.521500e+02	3.455171e-02	1.541500e+02	-9.023159e-04	1.481500e+02	2.020925e-02	1.501500e+02	4.882604e-03	1.561500e+02	3.396495e-02
1.741500e+02	1.169691e-02	1.541500e+02	4.426401e-02	1.561500e+02	7.151873e-03	1.501500e+02	3.709267e-03	1.521500e+02	-8.428672e-03	1.601500e+02	5.899413e-03
1.781500e+02	2.092079e-03	1.561500e+02	4.059255e-02	1.581500e+02	2.287059e-03	1.521500e+02	3.850046e-02	1.541500e+02	-2.549976e-02	1.621500e+02	1.950841e-02
1.801500e+02	2.340981e-02	1.581500e+02	1.265253e-02	1.601500e+02	2.901129e-03	1.541500e+02	5.432804e-02	1.561500e+02	1.824471e-02	1.641500e+02	5.145910e-02
1.821500e+02	1.048833e-02	1.601500e+02	3.053169e-03	1.641500e+02	7.374169e-03	1.581500e+02	1.127429e-02	1.581500e+02	-2.721105e-02	1.661500e+02	-1.544922e-02
1.841500e+02	-7.999171e-04	1.621500e+02	2.966619e-02	1.661500e+02	1.498996e-03	1.601500e+02	3.110655e-02	1.601500e+02	-1.076362e-02	1.681500e+02	-6.463380e-03
1.861500e+02	1.526062e-02	1.661500e+02	8.733898e-03	1.681500e+02	-2.426732e-02	1.621500e+02	1.000038e-02	1.621500e+02	-4.701616e-02	1.701500e+02	2.657581e-02
1.881500e+02	1.147651e-02	1.681500e+02	6.534696e-02	1.701500e+02	1.438033e-02	1.641500e+02	3.683339e-02	1.641500e+02	2.232791e-02	1.721500e+02	3.276814e-02
1.901500e+02	1.765570e-02	1.701500e+02	4.190934e-02	1.721500e+02	-4.473314e-02	1.661500e+02	8.454370e-02	1.661500e+02	1.955701e-02	1.741500e+02	9.649859e-03
1.921500e+02	1.483772e-02	1.721500e+02	1.147716e-02	1.741500e+02	3.151232e-02	1.681500e+02	1.882760e-02	1.681500e+02	3.916278e-02	1.761500e+02	4.461215e-02
1.941500e+02	5.062210e-03	1.761500e+02	2.179681e-02	1.761500e+02	3.912071e-02	1.701500e+02	2.495112e-02	1.721500e+02	-1.409867e-02	1.781500e+02	-2.748525e-02
1.961500e+02	2.471420e-02	1.781500e+02	8.324799e-03	1.781500e+02	-1.569876e-03	1.721500e+02	-1.681827e-02	1.741500e+02	-5.389526e-02	1.801500e+02	4.209678e-02
1.981500e+02	1.902831e-02	1.801500e+02	1.087463e-02	1.801500e+02	-2.492698e-02	1.741500e+02	3.063942e-02	1.761500e+02	-4.036194e-02	1.821500e+02	2.176370e-02
2.021500e+02	6.215423e-03	1.821500e+02	3.772912e-02	1.841500e+02	-1.088808e-02	1.781500e+02	5.548530e-03	1.801500e+02	4.280575e-02	1.841500e+02	6.688650e-02
2.041500e+02	3.471889e-02	1.841500e+02	-1.483376e-03	1.861500e+02	-6.966835e-03	1.801500e+02	4.619888e-02	1.821500e+02	-1.495129e-02	1.861500e+02	-2.378689e-02
2.061500e+02	3.028374e-03	1.861500e+02	6.404801e-02	1.881500e+02	2.169558e-02	1.821500e+02	1.927977e-02	1.841500e+02	-3.261199e-02	1.881500e+02	-1.318285e-02
2.081500e+02	1.923014e-03	1.881500e+02	4.810300e-03	1.901500e+02	2.077700e-02	1.841500e+02	-2.590264e-02	1.861500e+02	9.060085e-03	1.901500e+02	3.771611e-02
2.101500e+02	3.007307e-02	1.901500e+02	1.522270e-02	1.921500e+02	-1.143615e-02	1.881500e+02	3.004221e-02	1.881500e+02	1.401730e-02	1.921500e+02	3.346653e-02
2.121500e+02	8.244780e-03	1.921500e+02	3.929545e-02	1.941500e+02	1.747716e-02	1.921500e+02	-2.825244e-03	1.901500e+02	2.427291e-03	1.941500e+02	4.002363e-02
2.141500e+02	3.822171e-02	1.941500e+02	3.941254e-02	1.961500e+02	1.457398e-02	1.941500e+02	-1.870297e-03	1.941500e+02	-6.973198e-02	1.961500e+02	1.055827e-02
2.161500e+02	8.500510e-03	1.961500e+02	4.961547e-02	1.981500e+02	4.532037e-03	1.961500e+02	3.357838e-02	1.961500e+02	1.524490e-02	1.981500e+02	-1.350056e-03
2.201500e+02	1.935301e-02	1.981500e+02	4.644950e-02	2.021500e+02	6.502808e-04	1.981500e+02	4.961983e-02	2.001500e+02	1.463090e-02	2.001500e+02	5.789660e-02
2.241500e+02	1.170632e-02	2.001500e+02	2.143751e-02	2.041500e+02	1.841961e-02	2.001500e+02	-5.883260e-05	2.021500e+02	-6.140566e-03	2.021500e+02	1.404510e-02
2.261500e+02	7.773407e-03	2.021500e+02	1.886304e-02	2.061500e+02	-3.192295e-02	2.041500e+02	3.873703e-02	2.041500e+02	1.179951e-02	2.061500e+02	4.165190e-02
2.281500e+02	1.831566e-03	2.061500e+02	6.566022e-03	2.081500e+02	4.039825e-04	2.061500e+02	-2.586944e-02	2.081500e+02	2.435387e-02	2.081500e+02	1.590528e-02
2.301500e+02	1.383312e-03	2.081500e+02	-2.010304e-02	2.101500e+02	-7.214949e-03	2.081500e+02	-1.094502e-02	2.101500e+02	1.696963e-03	2.101500e+02	7.207847e-02
2.341500e+02	-3.834069e-04	2.101500e+02	6.153500e-02	2.141500e+02	5.258463e-02	2.101500e+02	2.226984e-02	2.121500e+02	4.469910e-02	2.121500e+02	7.773861e-03
2.361500e+02	1.514268e-02	2.121500e+02	5.611643e-03	2.161500e+02	4.487510e-02	2.121500e+02	-5.820921e-03	2.161500e+02	-3.022787e-02	2.141500e+02	2.948142e-02
2.381500e+02	1.224490e-02	2.141500e+02	5.868064e-02	2.201500e+02	1.489265e-02	2.141500e+02	2.733024e-02	2.201500e+02	8.938528e-03	2.161500e+02	-5.872356e-03
2.401500e+02	8.916465e-03	2.161500e+02	2.358311e-02	2.221500e+02	1.926042e-02	2.161500e+02	1.014456e-02	2.221500e+02	1.237176e-02	2.201500e+02	-8.252261e-03
2.421500e+02	3.505003e-02	2.181500e+02	1.849101e-03	2.241500e+02	8.527505e-03	2.201500e+02	3.703187e-02	2.261500e+02	-3.517729e-02	2.221500e+02	3.124880e-02
2.441500e+02	-7.040986e-03	2.201500e+02	4.415428e-02	2.261500e+02	4.985166e-02	2.221500e+02	2.121814e-02	2.281500e+02	1.354270e-02	2.241500e+02	-1.519229e-02
2.461500e+02	3.408597e-03	2.221500e+02	-1.098041e-02	2.281500e+02	-5.403112e-02	2.261500e+02	2.684054e-03	2.321500e+02	-4.381939e-03	2.281500e+02	1.375002e-02
2.481500e+02	-2.916548e-03	2.261500e+02	2.263536e-02	2.301500e+02	-3.726817e-02	2.281500e+02	1.098571e-02	2.341500e+02	-1.984694e-02	2.321500e+02	2.005515e-02
2.501500e+02	8.191190e-04	2.281500e+02	2.491051e-02	2.321500e+02	-1.684924e-02	2.301500e+02	6.385694e-03	2.361500e+02	-5.907936e-03	2.341500e+02	-2.146500e-02
2.521500e+02	4.359539e-03	2.301500e+02	2.192855e-02	2.341500e+02	-6.154788e-02	2.321500e+02	3.874287e-02	2.381500e+02	2.808795e-03	2.361500e+02	2.877280e-02
2.541500e+02	1.714358e-03	2.321500e+02	1.570662e-02	2.361500e+02	9.209049e-03	2.341500e+02	5.853692e-02	2.401500e+02	-2.613156e-02	2.381500e+02	-1.437320e-03
2.561500e+02	1.492711e-02	2.341500e+02	4.240586e-02	2.381500e+02	1.909815e-02	2.361500e+02	1.097392e-02	2.441500e+02	-2.302620e-02	2.401500e+02	3.666297e-02
2.581500e+02	2.983973e-02	2.361500e+02	3.266558e-02	2.401500e+02	-2.746344e-02	2.381500e+02	2.185880e-02	2.461500e+02	-9.426327e-03	2.421500e+02	6.337846e-02
2.601500e+02	-1.163546e-03	2.381500e+02	1.889610e-02	2.421500e+02	3.976910e-02	2.421500e+02	1.378875e-02	2.481500e+02	-1.954065e-02	2.441500e+02	2.136513e-02
2.621500e+02	1.588519e-02	2.401500e+02	4.244260e-02	2.441500e+02	-3.213542e-02	2.441500e+02	-3.663255e-02	2.501500e+02	-1.346555e-02	2.461500e+02	2.277224e-02
2.641500e+02	1.338760e-02	2.421500e+02	3.184311e-02	2.461500e+02	8.321742e-04	2.461500e+02	9.690770e-03	2.521500e+02	4.309725e-02	2.481500e+02	5.595099e-02
2.681500e+02	1.269005e-02	2.441500e+02	3.522411e-02	2.481500e+02	-4.299454e-03	2.481500e+02	-1.893013e-02	2.541500e+02	1.112773e-02	2.501500e+02	1.560148e-02
2.701500e+02	2.153611e-02	2.461500e+02	-6.825870e-03	2.501500e+02	-3.484918e-02	2.521500e+02	1.800044e-02	2.561500e+02	1.158380e-02	2.521500e+02	2.018584e-03
2.721500e+02	5.903093e-03	2.501500e+02	2.519820e-02	2.521500e+02	-2.677965e-02	2.541500e+02	-1.894633e-02	2.581500e+02	4.260762e-02	2.541500e+02	4.267769e-02
2.761500e+02	1.280886e-02	2.541500e+02	1.019852e-02	2.541500e+02	-3.648583e-02	2.561500e+02	-4.837153e-03	2.601500e+02	-3.084114e-02	2.581500e+02	3.188639e-02
2.781500e+02	4.568038e-03	2.561500e+02	4.199784e-02	2.561500e+02	-4.660329e-02	2.581500e+02	5.291602e-03	2.641500e+02	9.393403e-03	2.601500e+02	1.472779e-02
2.821500e+02	1.041156e-02	2.601500e+02	1.456386e-02	2.601500e+02	2.316899e-03	2.601500e+02	-6.585142e-03	2.661500e+02	-5.243085e-03	2.621500e+02	-3.424374e-02
2.841500e+02	2.450723e-02	2.621500e+02	7.151870e-03	2.641500e+02	-4.175529e-02	2.621500e+02	2.838199e-02	2.701500e+02	-3.899620e-03	2.641500e+02	4.667162e-02
2.861500e+02	1.487171e-02	2.641500e+02	4.613312e-03	2.681500e+02	3.753642e-02	2.641500e+02	4.801494e-02	2.721500e+02	-4.015043e-02	2.661500e+02	2.791945e-02
   nan	   nan	2.661500e+02	4.185384e-02	2.701500e+02	-6.581199e-03	2.661500e+02	-1.972344e-02	2.741500e+02	3.086976e-03	2.681500e+02	-2.739831e-02
   nan	   nan	2.681500e+02	1.910994e-02	2.721500e+02	-8.327735e-03	2.681500e+02	1.401799e-02	2.761500e+02	-1.552708e-03	2.701500e+02	6.984165e-02
   nan	   nan	2.701500e+02	5.986515e-02	2.741500e+02	7.483509e-04	2.701500e+02	-1.154541e-02	2.781500e+02	-1.018172e-03	2.741500e+02	4.466008e-02
   nan	   nan	2.721500e+02	4.965808e-02	2.781500e+02	-2.818515e-04	2.721500e+02	1.100064e-03	2.821500e+02	3.120840e-03	2.761500e+02	1.304766e-02
   nan	   nan	2.741500e+02	3.010577e-02	2.821500e+02	3.301879e-04	2.741500e+02	1.455525e-02	2.841500e+02	-4.798836e-03	2.781500e+02	-6.213066e-03
   nan	   nan	2.761500e+02	5.067038e-02	2.861500e+02	7.621749e-03	2.761500e+02	-1.157629e-02	2.861500e+02	1.778053e-02	2.801500e+02	5.555606e-02
   nan	   nan	2.781500e+02	4.310265e-02	   nan	   nan	2.781500e+02	-1.274938e-02	   nan	   nan	2.821500e+02	3.299370e-02
   nan	   nan	2.801500e+02	1.561217e-02	   nan	   nan	2.821500e+02	-1.068591e-02	   nan	   nan	2.861500e+02	3.853052e-02
   nan	   nan	2.821500e+02	2.629897e-02	   nan	   nan	2.841500e+02	1.630773e-02	   nan	   nan	   nan	   nan
   nan	   nan	2.841500e+02	9.273710e-02	   nan	   nan	2.861500e+02	2.019747e-03	   nan	   nan	   nan	   nan
   nan	   nan	2.861500e+02	8.406027e-03	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
