# Delay[ns]	Avg Transient	0195 Delay[ns]	0195 Transient	0196 Delay[ns]	0196 Transient	0197 Delay[ns]	0197 Transient	0198 Delay[ns]	0198 Transient	0199 Delay[ns]	0199 Transient	0201 Delay[ns]	0201 Transient	0202 Delay[ns]	0202 Transient
1.015000e+01	1.964527e-02	4.150000e+00	3.842165e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
1.415000e+01	2.586813e-02	6.150000e+00	6.374989e-03	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
1.615000e+01	1.943175e-02	1.015000e+01	4.864788e-03	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
2.015000e+01	1.205033e-02	1.215000e+01	1.904176e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
2.215000e+01	1.200570e-02	1.415000e+01	1.222503e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
2.415000e+01	2.472674e-02	1.815000e+01	1.976554e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
2.615000e+01	1.481257e-02	2.015000e+01	3.107868e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
2.815000e+01	2.582333e-02	2.215000e+01	-2.314078e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
3.015000e+01	3.126769e-02	2.415000e+01	-1.253820e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
3.215000e+01	2.895125e-02	2.615000e+01	5.815096e-03	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
3.415000e+01	1.796141e-02	2.815000e+01	6.708089e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
3.615000e+01	2.058288e-02	3.015000e+01	2.538282e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
3.815000e+01	1.678472e-02	3.415000e+01	1.817644e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
4.015000e+01	2.287962e-02	3.815000e+01	1.434752e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
4.215000e+01	2.074788e-02	4.015000e+01	6.512538e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
4.415000e+01	1.229540e-02	4.415000e+01	3.804197e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
4.615000e+01	1.505878e-02	4.615000e+01	2.116719e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
4.815000e+01	1.976961e-02	4.815000e+01	4.972543e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
5.015000e+01	2.882857e-02	5.015000e+01	2.588595e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
5.215000e+01	3.316131e-02	5.215000e+01	9.476130e-03	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
5.415000e+01	3.166983e-02	5.415000e+01	2.610496e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
5.615000e+01	2.084616e-02	5.815000e+01	6.568713e-03	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
5.815000e+01	3.499562e-02	6.015000e+01	3.372246e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
6.015000e+01	1.902466e-02	6.215000e+01	3.660981e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
6.215000e+01	2.581275e-02	6.415000e+01	1.623155e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
6.415000e+01	2.591819e-02	6.815000e+01	1.297223e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
6.615000e+01	3.170128e-02	7.015000e+01	4.131824e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
7.015000e+01	1.878398e-02	7.215000e+01	-1.726869e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
7.215000e+01	2.621680e-02	7.415000e+01	3.655439e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
7.415000e+01	3.033671e-02	7.615000e+01	2.112970e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
7.815000e+01	1.249637e-02	7.815000e+01	7.222574e-03	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
8.015000e+01	8.901869e-03	8.015000e+01	2.671554e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
8.215000e+01	9.482609e-03	8.215000e+01	-1.216732e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
8.415000e+01	2.705557e-02	8.415000e+01	-1.028833e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
8.615000e+01	1.614222e-02	8.615000e+01	2.233005e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
8.815000e+01	2.070497e-02	8.815000e+01	3.066372e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
9.015000e+01	2.216375e-02	9.015000e+01	3.739687e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
9.215000e+01	1.738332e-02	9.415000e+01	3.969106e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
9.415000e+01	2.257636e-02	9.615000e+01	2.112368e-03	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
9.615000e+01	1.058879e-02	9.815000e+01	3.419602e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
9.815000e+01	3.057008e-02	1.001500e+02	3.467497e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
1.021500e+02	2.163984e-02	1.021500e+02	1.190340e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
1.061500e+02	2.325321e-02	1.061500e+02	1.952603e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
1.081500e+02	1.859304e-02	1.101500e+02	2.434898e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
1.101500e+02	2.732582e-02	1.121500e+02	1.093162e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
1.121500e+02	1.356738e-02	1.141500e+02	4.167466e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
1.141500e+02	3.008460e-02	1.161500e+02	2.567275e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
1.161500e+02	2.123018e-02	1.181500e+02	2.218208e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
1.181500e+02	1.822324e-02	1.201500e+02	-1.082368e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
1.221500e+02	2.016163e-02	1.221500e+02	4.800634e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
1.241500e+02	1.273595e-02	1.241500e+02	-1.310132e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
1.261500e+02	1.945045e-02	1.261500e+02	3.296247e-03	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
1.281500e+02	2.584088e-02	1.281500e+02	4.701584e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
1.301500e+02	1.566398e-02	1.301500e+02	2.023016e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
1.321500e+02	3.434465e-02	1.321500e+02	-2.056924e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
1.341500e+02	3.007062e-02	1.341500e+02	1.522314e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
1.361500e+02	2.380590e-02	1.361500e+02	1.302688e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
1.381500e+02	3.056510e-02	1.381500e+02	2.143225e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
1.401500e+02	3.472398e-02	1.401500e+02	3.090661e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
1.421500e+02	2.697121e-02	1.421500e+02	1.851465e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
1.441500e+02	2.449336e-02	1.441500e+02	1.978839e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
1.461500e+02	1.331188e-02	1.481500e+02	6.231071e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
1.481500e+02	2.945859e-02	1.521500e+02	3.078416e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
1.501500e+02	1.674493e-02	1.561500e+02	7.458167e-03	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
1.521500e+02	2.668466e-02	1.581500e+02	-3.272786e-03	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
1.541500e+02	2.194532e-02	1.621500e+02	2.711149e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
1.561500e+02	3.117604e-02	1.641500e+02	2.572720e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
1.601500e+02	1.527592e-02	1.681500e+02	2.097002e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
1.621500e+02	1.753240e-02	1.701500e+02	-1.119275e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
1.641500e+02	2.133307e-02	1.721500e+02	4.615746e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
1.661500e+02	2.221555e-02	1.741500e+02	6.825050e-03	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
1.701500e+02	2.917570e-02	1.761500e+02	2.677410e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
1.721500e+02	2.127435e-02	1.781500e+02	4.512095e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
1.741500e+02	3.617262e-02	1.801500e+02	5.288127e-03	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
1.761500e+02	2.002593e-02	1.821500e+02	4.075513e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
1.781500e+02	3.480385e-02	1.861500e+02	4.287539e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
1.801500e+02	2.290017e-02	1.881500e+02	3.227088e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
1.821500e+02	2.482358e-02	1.901500e+02	1.731814e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
1.841500e+02	2.384390e-02	1.921500e+02	3.344331e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
1.861500e+02	9.233265e-03	1.941500e+02	-7.197939e-03	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
1.881500e+02	1.389902e-02	1.981500e+02	1.236647e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
1.901500e+02	2.355821e-02	2.021500e+02	4.480266e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
1.921500e+02	7.996169e-03	2.041500e+02	1.752186e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
1.941500e+02	2.712474e-02	2.061500e+02	1.770859e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
1.961500e+02	1.564640e-02	2.081500e+02	2.128148e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
2.001500e+02	2.586795e-02	2.101500e+02	2.969058e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
2.021500e+02	2.357572e-02	2.141500e+02	3.547719e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
2.041500e+02	1.597838e-02	2.181500e+02	1.194593e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
2.081500e+02	3.527937e-02	2.201500e+02	2.791714e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
2.101500e+02	1.724268e-02	2.221500e+02	1.792556e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
2.141500e+02	2.667969e-02	2.241500e+02	4.632313e-03	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
2.161500e+02	1.513671e-02	2.261500e+02	2.077981e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
2.181500e+02	2.222221e-02	2.281500e+02	7.057544e-04	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
2.201500e+02	2.366220e-02	2.301500e+02	4.140321e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
2.241500e+02	2.019301e-02	2.321500e+02	3.407639e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
2.261500e+02	2.222833e-02	2.341500e+02	2.841471e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
2.281500e+02	3.189010e-02	2.361500e+02	3.169218e-03	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
2.321500e+02	2.001077e-02	2.381500e+02	5.684494e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
2.341500e+02	1.916281e-02	2.421500e+02	1.428271e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
2.361500e+02	1.820953e-02	2.441500e+02	3.271045e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
2.381500e+02	2.902642e-02	2.461500e+02	5.581826e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
2.401500e+02	1.058852e-02	2.481500e+02	2.374963e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
2.421500e+02	2.108257e-02	2.501500e+02	2.957920e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
2.441500e+02	2.309050e-02	2.521500e+02	2.506616e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
2.461500e+02	2.209733e-02	2.541500e+02	8.652307e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
2.501500e+02	2.350771e-02	2.561500e+02	2.251602e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
2.521500e+02	2.890494e-02	2.581500e+02	5.240609e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
2.561500e+02	2.815837e-02	2.601500e+02	2.435487e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
2.581500e+02	3.365574e-02	2.621500e+02	2.358139e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
2.601500e+02	3.161791e-02	2.641500e+02	1.443082e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
2.621500e+02	2.303174e-02	2.661500e+02	4.644713e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
2.641500e+02	3.012467e-02	2.681500e+02	2.329502e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
2.661500e+02	2.293035e-02	2.701500e+02	3.217070e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
2.681500e+02	2.480242e-02	2.721500e+02	6.532443e-04	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
2.701500e+02	1.370929e-02	2.741500e+02	3.934678e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
2.741500e+02	7.137059e-03	2.761500e+02	-2.854436e-03	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
2.761500e+02	2.999218e-02	2.781500e+02	2.453292e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
2.781500e+02	2.806506e-02	2.801500e+02	2.673632e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
2.801500e+02	2.845235e-02	2.821500e+02	1.634568e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
2.821500e+02	2.443383e-02	2.841500e+02	2.527725e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
2.841500e+02	2.662829e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
