# Delay[ns]	Avg Transient	0216 Delay[ns]	0216 Transient	0217 Delay[ns]	0217 Transient	0218 Delay[ns]	0218 Transient
7.815000e+01	7.106969e-03	8.015000e+01	2.905575e-02	7.615000e+01	-2.026178e-02	7.415000e+01	3.297483e-02
8.015000e+01	7.511714e-03	8.215000e+01	3.057923e-02	7.815000e+01	3.748182e-03	7.615000e+01	2.047123e-02
8.215000e+01	1.478251e-02	8.615000e+01	4.748132e-02	8.015000e+01	-4.046342e-02	8.015000e+01	3.394281e-02
8.415000e+01	-5.557452e-03	8.815000e+01	1.348334e-02	8.215000e+01	1.416516e-02	8.215000e+01	-3.968552e-04
8.615000e+01	2.681179e-02	9.015000e+01	-1.940350e-02	8.415000e+01	-1.518365e-02	8.415000e+01	-2.870105e-02
8.815000e+01	7.238691e-03	9.215000e+01	4.513045e-02	8.815000e+01	-2.025025e-02	8.615000e+01	2.211520e-02
9.015000e+01	-1.111997e-02	9.415000e+01	1.529049e-02	9.015000e+01	-2.943756e-02	8.815000e+01	2.848299e-02
9.215000e+01	3.956424e-02	9.615000e+01	1.409502e-02	9.215000e+01	4.030593e-02	9.015000e+01	1.548114e-02
9.415000e+01	1.028892e-02	9.815000e+01	3.070724e-02	9.415000e+01	4.316396e-03	9.215000e+01	3.325636e-02
9.615000e+01	2.689165e-02	1.001500e+02	1.521381e-02	9.615000e+01	3.902117e-02	9.415000e+01	1.125988e-02
9.815000e+01	1.750148e-02	1.021500e+02	-1.241084e-03	1.001500e+02	6.302022e-03	9.615000e+01	2.755876e-02
1.001500e+02	-8.522621e-04	1.041500e+02	3.292681e-02	1.021500e+02	-2.309720e-03	9.815000e+01	-2.703048e-02
1.041500e+02	3.045553e-02	1.061500e+02	1.232675e-02	1.041500e+02	2.453250e-02	1.021500e+02	1.163124e-02
1.081500e+02	4.164495e-03	1.101500e+02	3.127824e-03	1.061500e+02	1.644817e-02	1.041500e+02	3.390730e-02
1.101500e+02	1.403543e-02	1.121500e+02	3.148649e-02	1.081500e+02	3.212525e-02	1.061500e+02	4.194228e-02
1.141500e+02	4.180418e-03	1.161500e+02	3.058114e-03	1.121500e+02	-5.285476e-04	1.081500e+02	-2.062943e-02
1.181500e+02	6.431449e-03	1.201500e+02	-1.006793e-02	1.161500e+02	2.622980e-02	1.101500e+02	2.217630e-02
1.201500e+02	7.114707e-03	1.221500e+02	2.200443e-02	1.181500e+02	-2.002998e-02	1.121500e+02	-3.689232e-02
1.241500e+02	-6.844276e-03	1.241500e+02	-3.162929e-03	1.221500e+02	-2.070669e-02	1.141500e+02	1.454527e-02
1.261500e+02	-7.560193e-03	1.261500e+02	8.517343e-04	1.261500e+02	-4.206599e-02	1.181500e+02	3.807553e-02
1.281500e+02	2.812380e-02	1.281500e+02	1.351978e-02	1.281500e+02	2.082434e-03	1.221500e+02	1.722082e-02
1.301500e+02	-2.971447e-04	1.301500e+02	4.874026e-02	1.301500e+02	-6.508377e-02	1.241500e+02	1.411241e-02
1.341500e+02	-1.879225e-03	1.341500e+02	4.742271e-03	1.321500e+02	-1.110643e-03	1.261500e+02	1.853368e-02
1.381500e+02	1.435297e-03	1.361500e+02	1.221347e-03	1.341500e+02	1.611912e-03	1.281500e+02	6.876919e-02
1.401500e+02	1.939897e-02	1.381500e+02	3.957158e-02	1.381500e+02	-1.604720e-02	1.321500e+02	3.485697e-02
1.421500e+02	2.158289e-02	1.401500e+02	2.933091e-02	1.401500e+02	2.810987e-02	1.341500e+02	-1.199186e-02
1.441500e+02	2.428593e-02	1.421500e+02	1.240564e-02	1.421500e+02	1.520312e-02	1.381500e+02	-1.921848e-02
1.461500e+02	1.567018e-02	1.441500e+02	1.401203e-02	1.441500e+02	5.906528e-02	1.401500e+02	7.561313e-04
1.481500e+02	1.972614e-02	1.461500e+02	9.474529e-03	1.461500e+02	1.084885e-02	1.421500e+02	3.713989e-02
1.501500e+02	1.529368e-02	1.481500e+02	-2.229338e-04	1.481500e+02	1.526498e-02	1.441500e+02	-2.195273e-04
1.521500e+02	9.515188e-03	1.521500e+02	1.610474e-02	1.501500e+02	1.809822e-02	1.461500e+02	2.668716e-02
1.541500e+02	1.432879e-02	1.541500e+02	1.279475e-02	1.521500e+02	-2.313342e-03	1.481500e+02	4.413637e-02
1.581500e+02	4.375120e-03	1.561500e+02	-1.091482e-02	1.561500e+02	8.433754e-03	1.501500e+02	4.019177e-02
1.621500e+02	-3.664465e-03	1.581500e+02	3.184487e-02	1.601500e+02	9.211498e-03	1.521500e+02	1.475416e-02
1.661500e+02	1.226400e-02	1.601500e+02	1.126744e-02	1.621500e+02	-2.513728e-02	1.561500e+02	1.780464e-03
1.681500e+02	1.172288e-02	1.641500e+02	-3.833789e-03	1.661500e+02	-4.136003e-03	1.581500e+02	1.671147e-02
1.701500e+02	8.379676e-03	1.661500e+02	1.595723e-02	1.681500e+02	4.938846e-03	1.601500e+02	2.762957e-02
1.721500e+02	2.196786e-03	1.681500e+02	2.068500e-02	1.701500e+02	1.624687e-02	1.621500e+02	9.969212e-03
1.741500e+02	1.211045e-02	1.701500e+02	-1.577795e-02	1.721500e+02	9.477216e-04	1.641500e+02	2.587995e-02
1.761500e+02	-2.489268e-03	1.741500e+02	2.506025e-02	1.741500e+02	-1.218246e-02	1.681500e+02	9.544796e-03
1.781500e+02	6.467111e-03	1.761500e+02	1.388711e-03	1.761500e+02	-3.314725e-02	1.701500e+02	2.467010e-02
1.801500e+02	1.062429e-02	1.781500e+02	3.886798e-02	1.781500e+02	-9.192306e-03	1.721500e+02	-1.408633e-03
1.841500e+02	1.226737e-02	1.801500e+02	2.726885e-03	1.821500e+02	5.988447e-03	1.741500e+02	2.345356e-02
1.861500e+02	-1.377630e-02	1.821500e+02	2.295439e-02	1.841500e+02	9.562444e-03	1.761500e+02	2.429073e-02
1.881500e+02	-3.763585e-03	1.841500e+02	1.025713e-02	1.861500e+02	-3.746474e-02	1.781500e+02	-1.027434e-02
1.901500e+02	1.039023e-02	1.881500e+02	-1.047583e-02	1.881500e+02	3.551048e-03	1.801500e+02	2.729322e-02
1.921500e+02	3.179165e-02	1.901500e+02	2.433642e-02	1.901500e+02	-8.396944e-04	1.821500e+02	-1.143453e-02
1.941500e+02	2.418325e-02	1.921500e+02	2.241839e-02	1.941500e+02	1.954234e-02	1.841500e+02	1.698253e-02
1.961500e+02	-3.208183e-03	1.961500e+02	1.035017e-02	1.961500e+02	-2.799206e-02	1.861500e+02	-9.135545e-03
1.981500e+02	1.641308e-02	2.001500e+02	-1.409956e-02	2.001500e+02	-2.228410e-02	1.881500e+02	-4.365974e-03
2.001500e+02	3.386732e-03	2.021500e+02	2.253601e-02	2.021500e+02	2.030201e-02	1.901500e+02	7.673956e-03
2.021500e+02	2.070478e-02	2.041500e+02	-4.056121e-03	2.061500e+02	6.987263e-03	1.921500e+02	3.571364e-02
2.041500e+02	8.873671e-03	2.061500e+02	3.160839e-03	2.081500e+02	-1.718892e-02	1.941500e+02	4.220492e-02
2.061500e+02	6.049386e-03	2.081500e+02	-1.081258e-02	2.101500e+02	2.213327e-02	1.961500e+02	8.017343e-03
2.081500e+02	2.261598e-03	2.101500e+02	4.142410e-03	2.121500e+02	2.829086e-02	1.981500e+02	2.409752e-03
2.101500e+02	1.514264e-03	2.141500e+02	2.659564e-02	2.141500e+02	4.355775e-02	2.001500e+02	4.654385e-02
2.121500e+02	3.147851e-02	2.161500e+02	6.176482e-03	2.161500e+02	-5.813208e-03	2.021500e+02	1.927633e-02
2.141500e+02	2.755960e-02	2.181500e+02	1.514796e-02	2.181500e+02	-1.990462e-02	2.041500e+02	4.056243e-02
2.161500e+02	8.958312e-03	2.201500e+02	3.589393e-02	2.221500e+02	1.433421e-02	2.061500e+02	8.000056e-03
2.181500e+02	-2.930319e-03	2.241500e+02	3.344777e-02	2.241500e+02	-2.677002e-02	2.081500e+02	3.478630e-02
2.201500e+02	2.002210e-02	2.261500e+02	-1.711152e-03	2.261500e+02	1.078947e-03	2.101500e+02	-2.173288e-02
2.221500e+02	1.634147e-02	2.281500e+02	1.216605e-02	2.281500e+02	3.455918e-03	2.121500e+02	4.677398e-02
2.241500e+02	2.179244e-02	2.301500e+02	2.157646e-02	2.301500e+02	2.897441e-02	2.141500e+02	1.252543e-02
2.281500e+02	1.166493e-02	2.321500e+02	2.581222e-02	2.341500e+02	-5.342131e-02	2.161500e+02	2.651166e-02
2.301500e+02	5.503043e-03	2.361500e+02	-5.518944e-03	2.361500e+02	-4.576075e-02	2.181500e+02	-4.034296e-03
2.321500e+02	7.619825e-03	2.381500e+02	4.512998e-02	2.381500e+02	-8.306398e-04	2.201500e+02	3.239627e-02
2.361500e+02	-2.023175e-02	2.401500e+02	2.039186e-02	2.421500e+02	5.098964e-03	2.221500e+02	5.320120e-03
2.401500e+02	2.107775e-02	2.421500e+02	1.150873e-02	2.441500e+02	-2.586681e-02	2.241500e+02	5.869958e-02
2.421500e+02	1.114179e-02	2.441500e+02	6.935064e-03	2.481500e+02	-1.093040e-02	2.261500e+02	4.651490e-02
2.441500e+02	1.325289e-02	2.461500e+02	-6.404650e-03	2.521500e+02	2.406448e-02	2.281500e+02	1.937283e-02
2.461500e+02	1.874320e-02	2.501500e+02	3.271557e-02	2.541500e+02	1.689732e-02	2.321500e+02	-8.223592e-05
2.481500e+02	7.477780e-03	2.521500e+02	3.594574e-02	2.561500e+02	4.379915e-03	2.341500e+02	-1.566555e-02
2.501500e+02	1.202867e-02	2.541500e+02	1.917694e-02	2.581500e+02	1.413245e-02	2.361500e+02	-9.415566e-03
2.521500e+02	2.957359e-02	2.561500e+02	8.484451e-03	2.601500e+02	4.531695e-02	2.381500e+02	2.301417e-02
2.541500e+02	2.587161e-02	2.601500e+02	-1.765300e-02	2.621500e+02	1.190254e-02	2.401500e+02	1.993434e-02
2.561500e+02	5.018281e-03	2.621500e+02	-1.834871e-03	2.641500e+02	1.434386e-02	2.441500e+02	5.869042e-02
2.601500e+02	6.701396e-03	2.641500e+02	2.089585e-02	2.661500e+02	-1.421607e-02	2.481500e+02	1.011166e-02
2.641500e+02	2.499940e-02	2.661500e+02	-1.946980e-02	2.701500e+02	1.373054e-02	2.501500e+02	-2.215242e-02
2.661500e+02	-8.040954e-03	2.681500e+02	-2.650380e-02	2.721500e+02	-1.681179e-02	2.521500e+02	2.871055e-02
2.681500e+02	-2.836386e-02	2.701500e+02	1.468946e-02	2.741500e+02	4.596444e-03	2.541500e+02	4.154058e-02
2.701500e+02	9.194925e-03	2.741500e+02	-3.485364e-03	2.761500e+02	1.228632e-02	2.561500e+02	2.190477e-03
2.721500e+02	3.808025e-03	2.761500e+02	1.407909e-02	2.781500e+02	2.365876e-02	2.581500e+02	2.230704e-03
2.741500e+02	6.254430e-03	2.801500e+02	3.392625e-02	2.821500e+02	-1.767140e-02	2.621500e+02	3.762528e-03
2.761500e+02	7.120421e-03	2.821500e+02	-3.941762e-02	2.841500e+02	2.966709e-02	2.661500e+02	9.563010e-03
2.781500e+02	2.519286e-03	2.841500e+02	1.117367e-02	2.861500e+02	1.529981e-02	2.681500e+02	-1.679378e-02
2.801500e+02	1.895212e-02	2.861500e+02	1.371259e-02	   nan	   nan	2.721500e+02	2.776955e-02
2.821500e+02	-1.672684e-02	   nan	   nan	   nan	   nan	2.741500e+02	1.765221e-02
2.861500e+02	1.600505e-02	   nan	   nan	   nan	   nan	2.781500e+02	-1.935131e-02
   nan	   nan	   nan	   nan	   nan	   nan	2.801500e+02	2.372674e-02
   nan	   nan	   nan	   nan	   nan	   nan	2.821500e+02	6.908488e-03
   nan	   nan	   nan	   nan	   nan	   nan	2.841500e+02	1.523489e-03
   nan	   nan	   nan	   nan	   nan	   nan	2.861500e+02	1.900274e-02
