# Delay[ns]	Avg Transient	0216 Delay[ns]	0216 Transient	0217 Delay[ns]	0217 Transient	0218 Delay[ns]	0218 Transient
4.150000e+00	1.359506e-02	6.150000e+00	3.591382e-02	4.150000e+00	-3.277040e-02	2.150000e+00	3.373888e-02
6.150000e+00	1.634017e-02	8.150000e+00	4.944786e-02	6.150000e+00	-6.182004e-03	6.150000e+00	1.928869e-02
8.150000e+00	3.242051e-02	1.015000e+01	4.513898e-02	8.150000e+00	3.678002e-03	8.150000e+00	4.413567e-02
1.015000e+01	2.648745e-02	1.215000e+01	5.779767e-03	1.015000e+01	5.558261e-03	1.215000e+01	2.590059e-02
1.215000e+01	9.264477e-03	1.415000e+01	2.668872e-02	1.215000e+01	-3.886925e-03	1.415000e+01	1.088656e-02
1.615000e+01	-1.883825e-02	1.815000e+01	1.717620e-02	1.415000e+01	-4.268156e-02	1.615000e+01	1.268284e-02
1.815000e+01	7.592948e-03	2.215000e+01	4.248632e-02	1.615000e+01	-8.721594e-02	1.815000e+01	1.210152e-02
2.015000e+01	-5.260001e-03	2.415000e+01	-1.634485e-03	1.815000e+01	-6.498875e-03	2.015000e+01	8.799747e-03
2.215000e+01	1.949927e-02	2.615000e+01	3.513670e-02	2.015000e+01	-8.581840e-03	2.215000e+01	1.923863e-02
2.615000e+01	2.227517e-02	2.815000e+01	1.693038e-02	2.415000e+01	-9.149634e-03	2.415000e+01	8.238045e-03
2.815000e+01	2.259988e-02	3.015000e+01	1.657433e-02	2.615000e+01	-9.096748e-03	2.615000e+01	4.078554e-02
3.015000e+01	2.218339e-02	3.415000e+01	1.607560e-02	2.815000e+01	5.539579e-03	2.815000e+01	4.532969e-02
3.215000e+01	-1.714069e-02	3.815000e+01	1.736482e-02	3.015000e+01	6.674577e-03	3.015000e+01	4.330127e-02
3.415000e+01	1.651510e-02	4.015000e+01	4.330848e-02	3.215000e+01	-4.556896e-02	3.215000e+01	1.019747e-02
3.615000e+01	9.584657e-03	4.215000e+01	3.695389e-03	3.415000e+01	-5.103967e-03	3.415000e+01	3.857367e-02
3.815000e+01	2.393426e-02	4.415000e+01	3.938401e-02	3.615000e+01	-4.100846e-03	3.615000e+01	3.076767e-02
4.015000e+01	1.595466e-02	4.615000e+01	9.451138e-03	3.815000e+01	-7.491167e-03	3.815000e+01	6.192911e-02
4.415000e+01	1.548280e-02	5.015000e+01	-7.861929e-04	4.015000e+01	-1.887233e-02	4.015000e+01	2.342784e-02
4.615000e+01	4.316921e-03	5.215000e+01	1.507026e-02	4.215000e+01	1.736838e-02	4.215000e+01	4.539055e-02
4.815000e+01	-1.264327e-02	5.415000e+01	6.964758e-03	4.415000e+01	3.320831e-02	4.415000e+01	-2.614393e-02
5.015000e+01	-1.037855e-02	5.615000e+01	5.725966e-02	4.615000e+01	2.165074e-02	4.815000e+01	-4.791398e-03
5.215000e+01	1.066980e-02	6.015000e+01	4.961357e-02	4.815000e+01	-4.654688e-02	5.015000e+01	2.174713e-02
5.415000e+01	-8.405863e-03	6.215000e+01	-1.555666e-02	5.015000e+01	-5.209659e-02	5.215000e+01	3.196427e-02
5.615000e+01	2.344902e-02	6.415000e+01	6.967399e-02	5.215000e+01	-1.502514e-02	5.615000e+01	3.344822e-02
5.815000e+01	4.056124e-02	6.615000e+01	2.469949e-02	5.415000e+01	-2.632558e-02	5.815000e+01	2.242722e-02
6.015000e+01	1.087957e-02	6.815000e+01	-5.039199e-03	5.615000e+01	-2.036082e-02	6.015000e+01	-1.745046e-02
6.215000e+01	2.157407e-04	7.015000e+01	2.282901e-02	6.015000e+01	4.755990e-04	6.215000e+01	2.117608e-02
6.415000e+01	6.750624e-03	7.215000e+01	6.114265e-03	6.215000e+01	-4.972199e-03	6.415000e+01	-3.918755e-02
6.615000e+01	8.743003e-03	7.415000e+01	-8.159463e-04	6.415000e+01	-1.023457e-02	6.615000e+01	-9.776118e-03
6.815000e+01	1.587307e-02	7.815000e+01	6.354244e-03	6.615000e+01	1.130564e-02	6.815000e+01	2.527852e-02
7.215000e+01	8.103912e-03	8.015000e+01	3.378203e-02	7.015000e+01	7.054245e-03	7.015000e+01	2.769494e-02
7.415000e+01	5.495979e-03	8.415000e+01	5.547502e-02	7.215000e+01	-6.643045e-05	7.215000e+01	1.826390e-02
7.615000e+01	-3.951308e-03	8.815000e+01	3.251636e-03	7.415000e+01	-5.173738e-02	7.415000e+01	6.904127e-02
7.815000e+01	-6.144808e-03	9.215000e+01	4.230496e-02	7.615000e+01	-5.527526e-02	7.815000e+01	1.138165e-03
8.015000e+01	9.681613e-03	9.415000e+01	1.044986e-04	7.815000e+01	-2.592683e-02	8.015000e+01	5.319573e-02
8.215000e+01	2.464235e-02	9.615000e+01	1.729325e-02	8.015000e+01	-5.793292e-02	8.215000e+01	2.320417e-02
8.415000e+01	-1.151886e-02	9.815000e+01	3.857068e-02	8.215000e+01	1.807239e-02	8.415000e+01	-4.831224e-02
8.615000e+01	3.990064e-02	1.001500e+02	2.263644e-02	8.415000e+01	-4.171934e-02	8.615000e+01	2.175657e-02
8.815000e+01	-2.760761e-04	1.021500e+02	2.937635e-03	8.815000e+01	-5.163706e-02	9.015000e+01	4.202308e-02
9.015000e+01	-1.031937e-02	1.041500e+02	5.773115e-02	9.215000e+01	5.582672e-02	9.215000e+01	3.169685e-02
9.215000e+01	4.327618e-02	1.061500e+02	1.451044e-02	9.415000e+01	2.325216e-02	9.415000e+01	8.937439e-03
9.415000e+01	1.076470e-02	1.081500e+02	7.871710e-03	9.815000e+01	7.563569e-02	9.615000e+01	2.076933e-02
9.615000e+01	2.669916e-02	1.101500e+02	-2.586723e-03	1.001500e+02	3.470305e-02	9.815000e+01	-3.005089e-02
9.815000e+01	2.805183e-02	1.141500e+02	-1.271016e-02	1.021500e+02	-4.012738e-02	1.021500e+02	1.957263e-03
1.021500e+02	-1.174416e-02	1.181500e+02	3.290523e-03	1.041500e+02	1.663788e-02	1.041500e+02	5.084694e-02
1.041500e+02	4.173866e-02	1.201500e+02	-6.719333e-03	1.081500e+02	3.550808e-02	1.061500e+02	6.565010e-02
1.061500e+02	3.986608e-02	1.221500e+02	2.263819e-02	1.121500e+02	-5.285476e-04	1.081500e+02	-6.090423e-02
1.101500e+02	1.558932e-02	1.261500e+02	2.095589e-02	1.161500e+02	1.812552e-02	1.101500e+02	2.674365e-02
1.121500e+02	5.156892e-03	1.281500e+02	1.330240e-02	1.181500e+02	-4.956120e-02	1.121500e+02	-4.239503e-02
1.141500e+02	-1.899441e-03	1.301500e+02	4.850858e-02	1.221500e+02	-5.275105e-02	1.141500e+02	1.563252e-02
1.161500e+02	-1.350873e-03	1.321500e+02	-1.400902e-02	1.261500e+02	-7.305627e-02	1.181500e+02	2.768113e-02
1.181500e+02	-6.196517e-03	1.341500e+02	7.720518e-03	1.281500e+02	-2.841792e-02	1.221500e+02	1.364017e-02
1.201500e+02	1.718916e-02	1.361500e+02	3.425681e-03	1.301500e+02	-9.876080e-02	1.241500e+02	2.600202e-02
1.241500e+02	-5.580320e-03	1.401500e+02	2.621775e-02	1.321500e+02	-1.297588e-02	1.261500e+02	-1.993362e-02
1.281500e+02	2.829201e-02	1.421500e+02	1.101166e-02	1.341500e+02	8.369036e-03	1.301500e+02	1.938854e-02
1.301500e+02	-1.028789e-02	1.441500e+02	1.256647e-02	1.361500e+02	1.823312e-02	1.341500e+02	-1.533815e-02
1.321500e+02	8.894922e-03	1.461500e+02	1.233517e-02	1.381500e+02	-3.576606e-02	1.361500e+02	3.673000e-02
1.341500e+02	2.504692e-04	1.501500e+02	-3.878011e-02	1.401500e+02	-1.518559e-02	1.401500e+02	2.457429e-02
1.361500e+02	1.946293e-02	1.521500e+02	2.319732e-02	1.421500e+02	1.427456e-02	1.421500e+02	5.546086e-02
1.381500e+02	-6.108005e-04	1.561500e+02	-2.659161e-02	1.441500e+02	5.884919e-02	1.441500e+02	-1.087883e-03
1.401500e+02	1.186881e-02	1.581500e+02	3.722145e-02	1.481500e+02	-1.013960e-03	1.461500e+02	5.464916e-02
1.421500e+02	2.691570e-02	1.601500e+02	6.974277e-03	1.501500e+02	6.854646e-03	1.501500e+02	4.082553e-02
1.441500e+02	2.344259e-02	1.621500e+02	2.377489e-03	1.541500e+02	5.155163e-02	1.521500e+02	1.607793e-02
1.461500e+02	1.608114e-02	1.641500e+02	-3.048528e-02	1.561500e+02	-2.186637e-02	1.541500e+02	-1.606471e-04
1.501500e+02	2.966688e-03	1.661500e+02	-2.853009e-02	1.601500e+02	1.146638e-02	1.561500e+02	-9.192611e-03
1.521500e+02	1.232173e-02	1.681500e+02	1.813721e-02	1.621500e+02	-2.394841e-02	1.601500e+02	1.934282e-02
1.541500e+02	2.153904e-02	1.721500e+02	-2.572235e-03	1.661500e+02	-1.378606e-02	1.621500e+02	-8.229886e-03
1.561500e+02	-1.921686e-02	1.741500e+02	3.456673e-02	1.681500e+02	-6.287234e-04	1.641500e+02	3.274644e-03
1.581500e+02	5.313688e-03	1.761500e+02	2.413892e-02	1.701500e+02	2.365379e-02	1.661500e+02	3.392847e-02
1.601500e+02	1.259449e-02	1.781500e+02	3.735810e-02	1.721500e+02	-2.229545e-02	1.681500e+02	7.575283e-03
1.621500e+02	-9.933602e-03	1.801500e+02	-1.068260e-03	1.741500e+02	-1.180581e-02	1.701500e+02	1.377989e-02
1.641500e+02	-1.325229e-02	1.821500e+02	1.134956e-02	1.761500e+02	-4.555605e-02	1.721500e+02	9.608761e-03
1.661500e+02	-2.795895e-03	1.841500e+02	1.502383e-02	1.781500e+02	-7.423815e-03	1.741500e+02	1.982833e-02
1.681500e+02	8.361255e-03	1.861500e+02	-2.393736e-03	1.821500e+02	5.775204e-03	1.761500e+02	3.158663e-02
1.701500e+02	8.418911e-03	1.881500e+02	4.697040e-04	1.841500e+02	6.684072e-03	1.781500e+02	-1.008380e-02
1.721500e+02	-5.086306e-03	1.901500e+02	2.953701e-02	1.861500e+02	-7.083117e-02	1.801500e+02	4.840505e-02
1.741500e+02	1.419641e-02	1.941500e+02	9.338867e-03	1.881500e+02	2.862594e-04	1.821500e+02	-1.206984e-02
1.761500e+02	3.389834e-03	1.961500e+02	3.131503e-02	1.901500e+02	2.025660e-02	1.841500e+02	2.664678e-02
1.781500e+02	6.616828e-03	1.981500e+02	1.314006e-02	1.941500e+02	4.096792e-02	1.861500e+02	-1.895963e-03
1.821500e+02	1.684974e-03	2.021500e+02	4.501764e-02	1.961500e+02	-2.228752e-02	1.881500e+02	8.717461e-03
1.841500e+02	1.611823e-02	2.041500e+02	1.301226e-02	1.981500e+02	1.226068e-02	1.901500e+02	1.066733e-02
1.861500e+02	-2.504029e-02	2.061500e+02	4.458524e-03	2.001500e+02	-4.605160e-02	1.921500e+02	3.582847e-02
1.881500e+02	3.157808e-03	2.081500e+02	-2.695104e-02	2.021500e+02	2.415843e-02	1.941500e+02	4.284418e-02
1.921500e+02	3.838356e-02	2.121500e+02	1.937069e-02	2.041500e+02	-1.566222e-02	1.961500e+02	4.280484e-02
1.941500e+02	3.105032e-02	2.161500e+02	3.992565e-03	2.061500e+02	-1.935279e-03	1.981500e+02	7.444551e-03
1.961500e+02	1.727745e-02	2.181500e+02	1.318899e-02	2.081500e+02	-1.202084e-02	2.001500e+02	5.289912e-02
1.981500e+02	1.094843e-02	2.201500e+02	5.314137e-02	2.101500e+02	1.344425e-02	2.021500e+02	-1.901176e-03
2.001500e+02	1.409013e-03	2.221500e+02	-8.008058e-03	2.121500e+02	5.507298e-02	2.041500e+02	3.971258e-02
2.021500e+02	2.242497e-02	2.241500e+02	5.387673e-02	2.141500e+02	5.011746e-02	2.061500e+02	-1.035533e-03
2.041500e+02	1.235420e-02	2.261500e+02	-3.573115e-03	2.161500e+02	-3.049311e-02	2.081500e+02	-7.093893e-03
2.061500e+02	4.959039e-04	2.281500e+02	1.795238e-02	2.181500e+02	-4.410044e-02	2.101500e+02	-1.107257e-02
2.081500e+02	-1.535526e-02	2.301500e+02	2.647189e-02	2.201500e+02	-3.570965e-02	2.121500e+02	8.074630e-02
2.101500e+02	-5.306375e-03	2.321500e+02	3.030016e-02	2.221500e+02	1.433421e-02	2.141500e+02	-1.246698e-02
2.121500e+02	5.172999e-02	2.341500e+02	1.984238e-02	2.241500e+02	-4.771692e-02	2.161500e+02	3.645902e-02
2.161500e+02	3.319489e-03	2.361500e+02	-2.465766e-03	2.281500e+02	-1.691853e-02	2.181500e+02	9.377837e-03
2.181500e+02	-7.177870e-03	2.381500e+02	6.470371e-02	2.301500e+02	4.809293e-02	2.201500e+02	5.151536e-02
2.201500e+02	2.298236e-02	2.401500e+02	2.171257e-02	2.321500e+02	-2.052958e-02	2.221500e+02	5.320120e-03
2.241500e+02	2.520427e-02	2.441500e+02	1.170887e-03	2.341500e+02	-6.823864e-02	2.241500e+02	6.945301e-02
2.281500e+02	7.659732e-04	2.461500e+02	-2.018974e-02	2.381500e+02	-3.204800e-02	2.261500e+02	6.146481e-02
2.301500e+02	1.067479e-02	2.481500e+02	2.206413e-02	2.401500e+02	2.301424e-02	2.281500e+02	1.264068e-03
2.321500e+02	7.468991e-04	2.501500e+02	3.705163e-02	2.421500e+02	-8.449913e-04	2.301500e+02	-4.254045e-02
2.341500e+02	-2.813268e-02	2.521500e+02	3.085903e-02	2.441500e+02	-3.076176e-02	2.321500e+02	-7.529881e-03
2.361500e+02	-4.912242e-02	2.561500e+02	2.242921e-02	2.461500e+02	7.607753e-02	2.341500e+02	-3.600180e-02
2.381500e+02	2.443282e-02	2.581500e+02	4.066358e-02	2.481500e+02	-2.333580e-02	2.361500e+02	-7.493898e-02
2.401500e+02	1.433031e-02	2.601500e+02	-2.362914e-02	2.501500e+02	2.589472e-02	2.381500e+02	4.064275e-02
2.441500e+02	8.920562e-03	2.641500e+02	-1.047333e-03	2.521500e+02	1.567250e-02	2.401500e+02	-1.735887e-03
2.461500e+02	2.706822e-02	2.681500e+02	-4.998518e-02	2.541500e+02	1.663755e-02	2.421500e+02	6.378312e-03
2.501500e+02	1.245741e-02	2.701500e+02	1.164810e-02	2.581500e+02	1.565427e-02	2.461500e+02	2.531686e-02
2.521500e+02	2.722343e-02	2.741500e+02	-8.650487e-03	2.621500e+02	1.105033e-02	2.481500e+02	-1.023264e-02
2.541500e+02	3.007944e-02	2.761500e+02	-2.662366e-03	2.641500e+02	2.372827e-02	2.501500e+02	-2.557413e-02
2.561500e+02	-2.035531e-03	2.781500e+02	-1.051878e-02	2.661500e+02	-3.315065e-02	2.521500e+02	3.513875e-02
2.581500e+02	1.396454e-02	2.821500e+02	-6.638724e-02	2.681500e+02	-7.851417e-02	2.541500e+02	4.246613e-02
2.601500e+02	1.188799e-02	2.841500e+02	2.677871e-02	2.701500e+02	-1.161166e-02	2.561500e+02	2.193599e-02
2.621500e+02	-1.757594e-03	   nan	   nan	2.721500e+02	2.270380e-02	2.601500e+02	-8.234052e-03
2.641500e+02	2.234901e-02	   nan	   nan	2.741500e+02	-3.973286e-02	2.641500e+02	4.436611e-02
2.661500e+02	-5.430883e-03	   nan	   nan	2.761500e+02	-9.601568e-03	2.661500e+02	1.854653e-02
2.681500e+02	-5.506592e-02	   nan	   nan	2.801500e+02	-2.051070e-03	2.701500e+02	1.141275e-02
2.701500e+02	3.816397e-03	   nan	   nan	2.821500e+02	-3.383947e-02	2.721500e+02	1.299592e-02
2.741500e+02	2.934196e-03	   nan	   nan	2.861500e+02	3.198612e-02	2.761500e+02	-1.586320e-02
2.781500e+02	1.945311e-04	   nan	   nan	   nan	   nan	2.801500e+02	2.548513e-02
2.801500e+02	2.002120e-02	   nan	   nan	   nan	   nan	2.821500e+02	-6.931891e-03
2.821500e+02	-3.571953e-02	   nan	   nan	   nan	   nan	2.841500e+02	2.759342e-02
2.841500e+02	2.971467e-02	   nan	   nan	   nan	   nan	2.861500e+02	1.879207e-02
2.861500e+02	2.150180e-02	   nan	   nan	   nan	   nan	   nan	   nan
