# Delay[ns]	Avg Transient	0242 Delay[ns]	0242 Transient	0243 Delay[ns]	0243 Transient	0255 Delay[ns]	0255 Transient	0257 Delay[ns]	0257 Transient	0258 Delay[ns]	0258 Transient	0259 Delay[ns]	0259 Transient
   nan	   nan	2.521500e+02	1.227391e-02	2.401500e+02	3.577806e-03	2.541500e+02	1.918387e-02	2.441500e+02	-8.454742e-03	2.281500e+02	1.879387e-02	2.581500e+02	3.325631e-02
   nan	   nan	2.541500e+02	2.123585e-03	2.421500e+02	1.558760e-02	2.561500e+02	5.957815e-04	2.481500e+02	1.486509e-02	2.301500e+02	1.518229e-02	2.601500e+02	5.631748e-03
   nan	   nan	2.561500e+02	6.247556e-03	2.441500e+02	1.138092e-02	2.581500e+02	-3.310675e-04	2.521500e+02	-5.782699e-03	2.321500e+02	-5.917762e-03	2.621500e+02	2.447319e-02
   nan	   nan	2.581500e+02	2.383821e-02	2.461500e+02	-3.808068e-03	2.601500e+02	1.430294e-02	2.561500e+02	-1.008316e-02	2.341500e+02	3.195470e-02	2.661500e+02	1.423125e-02
   nan	   nan	2.621500e+02	3.018700e-02	2.481500e+02	-7.717935e-03	2.621500e+02	-5.196600e-03	2.581500e+02	-1.241571e-02	2.361500e+02	3.388909e-03	2.681500e+02	2.260244e-02
   nan	   nan	2.661500e+02	6.190120e-03	2.501500e+02	2.574688e-02	2.641500e+02	1.588505e-02	2.601500e+02	4.952206e-02	2.381500e+02	3.803724e-02	2.701500e+02	1.588851e-02
   nan	   nan	2.681500e+02	2.345342e-02	2.521500e+02	2.701110e-04	2.661500e+02	3.175491e-02	2.621500e+02	1.527602e-02	2.401500e+02	2.659004e-02	2.721500e+02	2.522110e-02
   nan	   nan	2.701500e+02	3.557272e-02	2.541500e+02	4.513769e-02	2.681500e+02	8.231532e-03	2.641500e+02	1.664107e-02	2.421500e+02	9.556238e-03	2.741500e+02	1.479970e-02
   nan	   nan	2.721500e+02	1.438318e-02	2.561500e+02	3.190441e-02	2.701500e+02	1.375397e-02	2.681500e+02	3.522068e-02	2.441500e+02	-1.666407e-02	2.761500e+02	1.214064e-04
   nan	   nan	2.741500e+02	1.712836e-02	2.581500e+02	1.748615e-04	2.721500e+02	2.458571e-02	2.721500e+02	1.139502e-02	2.481500e+02	-2.361922e-02	2.781500e+02	8.887770e-03
   nan	   nan	2.761500e+02	3.374251e-03	2.621500e+02	3.678355e-02	2.741500e+02	9.675221e-03	2.741500e+02	2.108864e-03	2.501500e+02	4.519988e-03	2.801500e+02	-4.808588e-03
   nan	   nan	2.781500e+02	1.439172e-02	2.641500e+02	2.512482e-02	2.761500e+02	1.560943e-02	2.761500e+02	-1.197607e-02	2.521500e+02	6.515233e-03	   nan	   nan
   nan	   nan	   nan	   nan	2.661500e+02	-9.620599e-03	2.781500e+02	1.406971e-02	2.781500e+02	-2.215270e-03	2.541500e+02	8.065751e-03	   nan	   nan
   nan	   nan	   nan	   nan	2.681500e+02	-4.444361e-04	   nan	   nan	2.801500e+02	3.384813e-03	2.561500e+02	2.190298e-03	   nan	   nan
   nan	   nan	   nan	   nan	2.701500e+02	2.175520e-02	   nan	   nan	   nan	   nan	2.581500e+02	-9.714299e-03	   nan	   nan
   nan	   nan	   nan	   nan	2.741500e+02	-7.086702e-03	   nan	   nan	   nan	   nan	2.601500e+02	4.232579e-03	   nan	   nan
   nan	   nan	   nan	   nan	2.781500e+02	4.415723e-02	   nan	   nan	   nan	   nan	2.621500e+02	8.538062e-03	   nan	   nan
   nan	   nan	   nan	   nan	2.801500e+02	-8.458257e-03	   nan	   nan	   nan	   nan	2.641500e+02	4.574823e-02	   nan	   nan
   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	2.661500e+02	-1.084585e-03	   nan	   nan
   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	2.681500e+02	1.121263e-02	   nan	   nan
   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	2.701500e+02	-3.955550e-03	   nan	   nan
   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	2.721500e+02	5.702295e-03	   nan	   nan
   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	2.741500e+02	1.637614e-02	   nan	   nan
   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	2.761500e+02	8.235690e-03	   nan	   nan
   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	2.781500e+02	2.467158e-02	   nan	   nan
   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	2.801500e+02	-1.613738e-04	   nan	   nan
