# Delay[ns]	Avg Transient	0242 Delay[ns]	0242 Transient	0243 Delay[ns]	0243 Transient	0257 Delay[ns]	0257 Transient	0258 Delay[ns]	0258 Transient	0259 Delay[ns]	0259 Transient
2.341500e+02	1.888133e-02	2.341500e+02	2.887247e-02	2.341500e+02	3.130511e-02	2.341500e+02	2.354873e-02	2.341500e+02	-4.662965e-03	2.341500e+02	1.534328e-02
2.361500e+02	1.407430e-02	2.361500e+02	8.981176e-03	2.361500e+02	5.213677e-03	2.361500e+02	3.940224e-03	2.361500e+02	3.521974e-02	2.361500e+02	1.701667e-02
2.381500e+02	7.409034e-03	2.381500e+02	1.275031e-02	2.381500e+02	7.675994e-03	2.381500e+02	2.580040e-03	2.381500e+02	4.123554e-03	2.381500e+02	9.915267e-03
2.401500e+02	3.296356e-02	2.401500e+02	2.678848e-02	2.401500e+02	2.935293e-02	2.401500e+02	3.793385e-02	2.401500e+02	4.199420e-02	2.401500e+02	2.874834e-02
2.421500e+02	2.195567e-02	2.421500e+02	3.766133e-02	2.421500e+02	8.305867e-04	2.421500e+02	1.942565e-02	2.421500e+02	2.852238e-02	2.421500e+02	2.333840e-02
2.441500e+02	8.581104e-03	2.441500e+02	1.166627e-03	2.441500e+02	1.538544e-02	2.441500e+02	-1.885418e-02	2.441500e+02	3.454799e-03	2.441500e+02	4.175284e-02
2.461500e+02	7.140719e-03	2.461500e+02	1.596351e-02	2.461500e+02	1.161778e-02	2.461500e+02	-1.371016e-02	2.461500e+02	-1.229862e-02	2.461500e+02	3.413110e-02
2.481500e+02	1.095199e-02	2.481500e+02	3.694597e-02	2.481500e+02	-5.474022e-03	2.481500e+02	-8.694601e-04	2.481500e+02	3.828143e-02	2.481500e+02	-1.412397e-02
2.501500e+02	7.167138e-03	2.501500e+02	7.018831e-03	2.501500e+02	-8.007413e-03	2.501500e+02	1.553952e-02	2.501500e+02	-2.247335e-02	2.501500e+02	4.375810e-02
2.521500e+02	2.604651e-02	2.521500e+02	2.850731e-02	2.521500e+02	2.551501e-02	2.521500e+02	2.165777e-02	2.521500e+02	5.136217e-03	2.521500e+02	4.941624e-02
2.541500e+02	1.381479e-02	2.541500e+02	9.029652e-03	2.541500e+02	1.043710e-03	2.541500e+02	-8.754758e-03	2.541500e+02	9.398477e-03	2.541500e+02	5.835685e-02
2.561500e+02	1.967427e-02	2.561500e+02	-3.034171e-04	2.561500e+02	4.937949e-02	2.561500e+02	2.061945e-02	2.561500e+02	9.679185e-03	2.561500e+02	1.899666e-02
2.581500e+02	6.207529e-03	2.581500e+02	6.275712e-03	2.581500e+02	2.841837e-02	2.581500e+02	-1.623546e-02	2.581500e+02	4.943956e-04	2.581500e+02	1.208462e-02
2.601500e+02	3.611180e-03	2.601500e+02	2.027967e-02	2.601500e+02	-1.301761e-03	2.601500e+02	-1.985515e-02	2.601500e+02	-1.669489e-02	2.601500e+02	3.562802e-02
2.621500e+02	1.824459e-02	2.621500e+02	8.117589e-03	2.621500e+02	2.130341e-02	2.621500e+02	4.815289e-02	2.621500e+02	7.579576e-03	2.621500e+02	6.069487e-03
2.641500e+02	2.179467e-02	2.641500e+02	2.425160e-02	2.641500e+02	3.934904e-02	2.641500e+02	1.307550e-02	2.641500e+02	1.077182e-02	2.641500e+02	2.152541e-02
2.661500e+02	2.636940e-02	2.661500e+02	3.566871e-02	2.661500e+02	2.724437e-02	2.661500e+02	1.490014e-02	2.661500e+02	4.805382e-02	2.661500e+02	5.979942e-03
2.681500e+02	5.625682e-04	2.681500e+02	3.474770e-03	2.681500e+02	-7.993285e-03	2.681500e+02	-5.335159e-03	2.681500e+02	-3.594892e-03	2.681500e+02	1.626141e-02
2.701500e+02	1.754443e-02	2.701500e+02	2.183019e-02	2.701500e+02	1.341170e-03	2.701500e+02	3.326475e-02	2.701500e+02	8.225674e-03	2.701500e+02	2.306038e-02
2.721500e+02	1.870674e-02	2.721500e+02	3.680346e-02	2.721500e+02	2.695086e-02	2.721500e+02	1.179567e-02	2.721500e+02	-2.129706e-03	2.721500e+02	2.011342e-02
2.741500e+02	1.650411e-02	2.741500e+02	1.214699e-02	2.741500e+02	2.813763e-02	2.741500e+02	9.357519e-03	2.741500e+02	5.892959e-03	2.741500e+02	2.698546e-02
2.761500e+02	8.252625e-03	2.761500e+02	1.785289e-02	2.761500e+02	-6.627937e-03	2.761500e+02	7.325260e-04	2.761500e+02	1.537811e-02	2.761500e+02	1.392753e-02
2.781500e+02	5.584263e-03	2.781500e+02	-1.818197e-03	2.781500e+02	3.337558e-02	2.781500e+02	-1.292718e-02	2.781500e+02	8.760588e-03	2.781500e+02	5.305257e-04
2.801500e+02	1.920907e-02	2.801500e+02	1.695058e-02	2.801500e+02	5.149655e-02	2.801500e+02	-3.193188e-03	2.801500e+02	2.342160e-02	2.801500e+02	7.369839e-03
2.821500e+02	2.485113e-03	2.821500e+02	2.703502e-02	2.821500e+02	-8.344731e-03	2.821500e+02	6.559612e-04	2.821500e+02	-1.185510e-04	2.821500e+02	-6.802132e-03
