# Delay[ns]	Avg Transient	0242 Delay[ns]	0242 Transient	0243 Delay[ns]	0243 Transient	0255 Delay[ns]	0255 Transient	0257 Delay[ns]	0257 Transient	0258 Delay[ns]	0258 Transient	0259 Delay[ns]	0259 Transient
1.015000e+01	5.818318e-02	-3.850000e+00	4.253913e-03	-1.185000e+01	-8.743552e-03	-7.850000e+00	8.833597e-03	-1.185000e+01	-2.925599e-03	-1.185000e+01	-1.515757e-02	1.500000e-01	1.073012e-01
1.415000e+01	3.930352e-02	-1.850000e+00	-9.017458e-03	-9.850000e+00	4.214712e-03	-5.850000e+00	1.221990e-03	-7.850000e+00	8.902727e-03	-9.850000e+00	-2.110281e-03	2.150000e+00	8.244781e-02
1.815000e+01	3.037102e-02	2.150000e+00	7.350763e-02	-7.850000e+00	2.330455e-02	-3.850000e+00	-2.643299e-02	-5.850000e+00	-4.839547e-03	-7.850000e+00	3.435688e-04	6.150000e+00	7.633871e-02
2.215000e+01	4.830657e-02	6.150000e+00	6.121349e-02	-3.850000e+00	-1.176388e-02	-1.850000e+00	1.871917e-02	-1.850000e+00	1.063631e-02	-5.850000e+00	-1.984157e-02	1.015000e+01	5.857530e-02
2.615000e+01	4.490568e-02	8.150000e+00	6.073381e-02	1.500000e-01	9.878509e-02	2.150000e+00	8.898140e-02	1.500000e-01	1.024059e-01	-1.850000e+00	-1.174479e-02	1.215000e+01	6.445670e-02
3.015000e+01	3.304604e-02	1.015000e+01	7.210634e-02	2.150000e+00	5.552984e-02	4.150000e+00	7.391978e-02	2.150000e+00	7.133623e-02	1.500000e-01	9.000663e-02	1.615000e+01	5.588552e-02
3.415000e+01	3.402682e-02	1.415000e+01	5.746343e-02	4.150000e+00	7.498403e-02	8.150000e+00	5.860154e-02	4.150000e+00	5.286605e-02	2.150000e+00	1.062158e-01	1.815000e+01	4.431163e-02
3.815000e+01	3.839495e-02	1.615000e+01	4.303851e-02	8.150000e+00	5.445020e-02	1.215000e+01	6.632511e-02	6.150000e+00	4.008366e-02	6.150000e+00	6.205917e-02	2.015000e+01	4.283510e-02
4.215000e+01	3.196826e-02	1.815000e+01	4.204365e-02	1.215000e+01	3.049244e-02	1.615000e+01	4.038334e-02	1.015000e+01	6.290264e-02	8.150000e+00	5.486445e-02	2.215000e+01	6.539006e-02
4.615000e+01	2.636594e-02	2.215000e+01	4.898623e-02	1.415000e+01	4.823315e-02	2.015000e+01	5.906358e-02	1.215000e+01	4.465216e-02	1.215000e+01	4.225199e-02	2.615000e+01	3.125099e-02
5.015000e+01	1.516250e-02	2.615000e+01	4.444806e-02	1.815000e+01	3.783727e-02	2.415000e+01	5.045228e-02	1.615000e+01	5.694559e-02	1.615000e+01	3.551608e-02	3.015000e+01	2.682457e-02
5.415000e+01	3.090438e-02	3.015000e+01	2.777661e-02	2.215000e+01	4.450337e-02	2.815000e+01	5.159289e-02	2.015000e+01	2.396718e-02	2.015000e+01	4.046705e-02	3.415000e+01	4.798194e-02
5.815000e+01	2.150916e-02	3.415000e+01	2.945736e-02	2.615000e+01	8.824969e-02	3.215000e+01	7.322254e-02	2.415000e+01	2.941864e-02	2.415000e+01	5.471046e-02	3.815000e+01	2.926007e-02
6.215000e+01	2.840592e-02	3.815000e+01	5.256423e-02	3.015000e+01	2.791323e-02	3.415000e+01	3.589372e-02	2.815000e+01	4.937020e-02	2.815000e+01	3.650879e-02	4.215000e+01	4.400915e-02
6.615000e+01	2.567945e-02	4.215000e+01	4.537627e-02	3.415000e+01	5.449037e-02	3.815000e+01	2.300819e-02	3.215000e+01	4.396289e-02	3.215000e+01	1.368812e-02	4.615000e+01	4.385489e-02
7.015000e+01	3.156886e-02	4.615000e+01	3.713423e-02	3.815000e+01	4.065998e-02	4.015000e+01	1.124384e-02	3.615000e+01	7.700346e-03	3.615000e+01	3.457582e-02	5.015000e+01	6.454019e-03
7.415000e+01	2.332977e-02	4.815000e+01	3.280143e-02	4.015000e+01	4.823251e-02	4.415000e+01	3.588955e-02	4.015000e+01	4.796812e-03	4.015000e+01	3.930382e-02	5.415000e+01	3.030772e-02
7.815000e+01	2.518474e-02	5.215000e+01	4.992717e-02	4.215000e+01	2.882123e-02	4.815000e+01	3.242460e-02	4.215000e+01	2.790729e-02	4.215000e+01	3.750672e-02	5.815000e+01	1.796497e-02
8.215000e+01	2.215601e-02	5.415000e+01	3.942716e-02	4.415000e+01	2.831422e-02	5.215000e+01	3.597731e-02	4.615000e+01	3.884402e-02	4.415000e+01	4.325102e-02	6.215000e+01	2.018760e-02
8.415000e+01	2.106073e-02	5.615000e+01	4.807052e-02	4.615000e+01	1.630205e-02	5.615000e+01	1.700658e-02	4.815000e+01	3.373988e-02	4.615000e+01	7.240728e-03	6.415000e+01	2.355384e-02
8.815000e+01	1.822815e-02	6.015000e+01	3.451432e-02	4.815000e+01	6.182790e-02	6.015000e+01	3.157200e-02	5.015000e+01	8.040563e-03	5.015000e+01	5.335416e-03	6.615000e+01	4.070387e-02
9.215000e+01	2.234295e-02	6.215000e+01	5.718591e-02	5.015000e+01	2.895931e-02	6.415000e+01	1.875959e-02	5.215000e+01	-2.387396e-03	5.215000e+01	2.564641e-02	7.015000e+01	3.916210e-02
9.615000e+01	2.101770e-02	6.615000e+01	2.593020e-02	5.215000e+01	1.363177e-02	6.815000e+01	2.281470e-02	5.415000e+01	3.961505e-02	5.615000e+01	4.170905e-02	7.215000e+01	1.499616e-02
1.001500e+02	1.932882e-02	6.815000e+01	3.000777e-02	5.615000e+01	2.176422e-02	7.015000e+01	1.638510e-02	5.815000e+01	-1.342575e-03	5.815000e+01	2.069082e-02	7.415000e+01	2.146168e-02
1.041500e+02	1.506904e-02	7.215000e+01	4.759683e-02	6.015000e+01	3.399198e-02	7.215000e+01	-4.070845e-03	6.215000e+01	2.698691e-02	6.015000e+01	3.285259e-02	7.615000e+01	4.361168e-02
1.081500e+02	2.032658e-02	7.415000e+01	3.626397e-02	6.215000e+01	3.526407e-02	7.415000e+01	1.329278e-02	6.415000e+01	4.611665e-02	6.215000e+01	1.476430e-02	7.815000e+01	3.040657e-02
1.121500e+02	1.897444e-02	7.615000e+01	4.737571e-02	6.615000e+01	3.437284e-02	7.615000e+01	2.143116e-02	6.815000e+01	8.817370e-04	6.415000e+01	3.633901e-02	8.215000e+01	3.472835e-02
1.161500e+02	2.017720e-02	7.815000e+01	1.888401e-02	7.015000e+01	4.439945e-02	7.815000e+01	4.557836e-02	7.015000e+01	3.319774e-02	6.615000e+01	2.796122e-02	8.615000e+01	2.195720e-02
1.181500e+02	2.830208e-02	8.015000e+01	5.108999e-02	7.215000e+01	6.828119e-03	8.015000e+01	4.617740e-02	7.215000e+01	2.089601e-02	6.815000e+01	2.268208e-02	8.815000e+01	1.875440e-03
1.221500e+02	2.122971e-02	8.415000e+01	4.203154e-02	7.415000e+01	2.828314e-02	8.215000e+01	2.410439e-02	7.615000e+01	2.290881e-02	7.015000e+01	3.135855e-02	9.015000e+01	3.206348e-02
1.241500e+02	2.542965e-02	8.815000e+01	1.443998e-02	7.615000e+01	2.919926e-02	8.415000e+01	-6.450789e-04	7.815000e+01	2.675913e-02	7.215000e+01	-1.654540e-02	9.215000e+01	2.451802e-02
1.281500e+02	2.127653e-02	9.015000e+01	3.302816e-02	7.815000e+01	-1.959812e-03	8.815000e+01	3.356476e-02	8.015000e+01	-1.879138e-03	7.415000e+01	2.308205e-02	9.415000e+01	4.277934e-03
1.321500e+02	2.215639e-02	9.415000e+01	1.526338e-02	8.015000e+01	5.192741e-03	9.015000e+01	1.030076e-02	8.215000e+01	1.662063e-02	7.815000e+01	3.144017e-02	9.815000e+01	-3.244931e-03
1.341500e+02	2.289781e-02	9.615000e+01	2.480420e-02	8.215000e+01	2.412471e-02	9.215000e+01	4.198748e-02	8.615000e+01	2.145179e-02	8.015000e+01	2.117321e-02	1.001500e+02	1.593559e-02
1.381500e+02	9.832039e-03	9.815000e+01	5.145808e-02	8.615000e+01	1.555985e-02	9.415000e+01	3.288956e-04	9.015000e+01	2.080213e-02	8.215000e+01	2.498260e-02	1.021500e+02	2.519922e-02
1.401500e+02	2.036853e-02	1.021500e+02	1.790080e-02	8.815000e+01	2.237338e-02	9.615000e+01	2.716106e-02	9.215000e+01	7.392225e-03	8.415000e+01	3.562490e-02	1.041500e+02	4.912607e-02
1.421500e+02	2.023568e-02	1.041500e+02	3.918252e-02	9.015000e+01	2.193626e-02	9.815000e+01	4.567597e-02	9.415000e+01	1.988989e-02	8.615000e+01	1.306960e-02	1.061500e+02	2.302143e-02
1.441500e+02	2.033166e-02	1.061500e+02	2.818093e-02	9.415000e+01	2.822076e-02	1.001500e+02	8.400217e-03	9.815000e+01	-2.988342e-03	8.815000e+01	2.390366e-02	1.081500e+02	3.874400e-02
1.461500e+02	1.807987e-02	1.081500e+02	3.400632e-02	9.615000e+01	2.095201e-02	1.021500e+02	6.635414e-03	1.001500e+02	8.033674e-03	9.215000e+01	-2.561769e-03	1.101500e+02	1.773578e-02
1.481500e+02	2.338266e-02	1.101500e+02	3.921390e-02	9.815000e+01	2.805656e-02	1.041500e+02	6.580240e-03	1.021500e+02	1.352373e-02	9.415000e+01	2.855104e-02	1.121500e+02	2.381983e-02
1.501500e+02	2.118160e-02	1.121500e+02	2.345579e-02	1.001500e+02	3.765515e-02	1.061500e+02	1.123494e-02	1.041500e+02	-1.764691e-02	9.615000e+01	1.899050e-02	1.141500e+02	1.591640e-03
1.521500e+02	1.843123e-02	1.161500e+02	5.839877e-02	1.021500e+02	2.714485e-02	1.081500e+02	3.715644e-03	1.061500e+02	1.956234e-02	9.815000e+01	1.765698e-02	1.161500e+02	2.147170e-02
1.541500e+02	2.363950e-02	1.181500e+02	3.717241e-02	1.041500e+02	-8.210157e-04	1.101500e+02	1.271854e-02	1.101500e+02	2.648323e-04	1.001500e+02	2.548369e-02	1.181500e+02	2.265951e-02
1.561500e+02	2.890622e-02	1.201500e+02	3.413743e-02	1.061500e+02	3.576911e-02	1.121500e+02	5.201860e-02	1.121500e+02	-1.104212e-02	1.021500e+02	4.249515e-02	1.201500e+02	2.147778e-02
1.581500e+02	1.902667e-02	1.221500e+02	3.798192e-02	1.081500e+02	2.137673e-02	1.141500e+02	3.610790e-02	1.141500e+02	1.709678e-02	1.041500e+02	1.399333e-02	1.221500e+02	2.235993e-02
1.601500e+02	2.093405e-02	1.241500e+02	2.948224e-02	1.101500e+02	1.766291e-02	1.181500e+02	1.904845e-02	1.181500e+02	2.441460e-02	1.061500e+02	2.153764e-02	1.241500e+02	3.052266e-02
1.621500e+02	1.510774e-02	1.261500e+02	2.421770e-02	1.121500e+02	3.595612e-04	1.221500e+02	-4.502947e-04	1.201500e+02	2.685713e-02	1.101500e+02	1.959054e-02	1.261500e+02	6.363560e-05
1.641500e+02	1.114827e-02	1.281500e+02	3.345071e-02	1.141500e+02	3.242262e-02	1.241500e+02	3.739044e-02	1.221500e+02	6.918765e-03	1.121500e+02	2.523499e-02	1.281500e+02	2.946989e-02
1.661500e+02	2.449074e-02	1.301500e+02	2.583908e-02	1.161500e+02	1.092754e-02	1.261500e+02	3.002736e-02	1.241500e+02	2.090502e-02	1.141500e+02	1.909247e-02	1.301500e+02	2.867213e-02
1.681500e+02	2.172468e-02	1.321500e+02	2.963162e-02	1.181500e+02	2.608029e-02	1.281500e+02	1.784520e-03	1.261500e+02	2.488379e-02	1.161500e+02	1.617537e-02	1.321500e+02	2.493136e-02
1.701500e+02	9.050683e-03	1.341500e+02	7.828383e-03	1.201500e+02	4.275212e-02	1.301500e+02	2.501124e-02	1.281500e+02	1.963732e-02	1.181500e+02	4.043722e-02	1.341500e+02	2.802917e-02
1.721500e+02	1.870304e-02	1.361500e+02	1.101637e-02	1.221500e+02	4.044012e-02	1.321500e+02	1.136371e-02	1.301500e+02	9.108180e-03	1.201500e+02	2.105363e-02	1.361500e+02	2.087105e-02
1.741500e+02	1.559425e-02	1.381500e+02	3.261949e-02	1.241500e+02	8.937672e-03	1.361500e+02	1.348474e-02	1.321500e+02	3.335193e-02	1.221500e+02	2.012784e-02	1.381500e+02	1.102590e-02
1.761500e+02	2.944295e-02	1.401500e+02	1.402975e-02	1.261500e+02	2.686447e-02	1.381500e+02	7.290436e-04	1.341500e+02	2.838366e-02	1.241500e+02	2.533986e-02	1.401500e+02	3.181374e-02
1.781500e+02	1.062258e-02	1.421500e+02	1.632773e-02	1.281500e+02	1.500759e-02	1.401500e+02	8.441510e-03	1.361500e+02	1.654472e-02	1.261500e+02	1.589211e-02	1.441500e+02	4.125760e-02
1.801500e+02	1.314469e-02	1.441500e+02	4.918986e-02	1.301500e+02	4.497559e-03	1.441500e+02	-1.375548e-02	1.381500e+02	3.024768e-03	1.281500e+02	2.830912e-02	1.461500e+02	1.480606e-02
1.821500e+02	1.883327e-02	1.461500e+02	4.088468e-03	1.321500e+02	2.991242e-03	1.461500e+02	3.739766e-02	1.401500e+02	1.299583e-02	1.301500e+02	2.698873e-02	1.481500e+02	2.071400e-02
1.841500e+02	1.722878e-02	1.481500e+02	2.331764e-02	1.341500e+02	3.134405e-02	1.481500e+02	2.374267e-02	1.421500e+02	2.868105e-02	1.321500e+02	3.066850e-02	1.501500e+02	3.325647e-02
1.861500e+02	1.961227e-02	1.501500e+02	2.056216e-02	1.361500e+02	2.027801e-02	1.501500e+02	2.330410e-02	1.441500e+02	1.247963e-02	1.341500e+02	3.698053e-02	1.521500e+02	3.403612e-02
1.881500e+02	2.216552e-02	1.521500e+02	-6.526497e-05	1.381500e+02	1.436046e-02	1.521500e+02	1.624763e-02	1.461500e+02	2.034577e-02	1.361500e+02	-4.613160e-03	1.561500e+02	4.138520e-02
1.901500e+02	2.587216e-02	1.541500e+02	3.545947e-02	1.401500e+02	3.689969e-02	1.541500e+02	2.720331e-02	1.481500e+02	1.842554e-02	1.381500e+02	-2.767423e-03	1.581500e+02	2.626808e-02
1.921500e+02	5.378183e-03	1.561500e+02	3.429255e-02	1.421500e+02	1.700667e-02	1.561500e+02	3.333896e-02	1.501500e+02	7.864458e-03	1.421500e+02	1.594689e-02	1.601500e+02	2.919289e-02
1.941500e+02	2.458833e-02	1.581500e+02	1.619107e-02	1.441500e+02	2.843054e-02	1.601500e+02	1.497712e-02	1.541500e+02	3.678756e-03	1.441500e+02	4.387839e-03	1.641500e+02	2.579479e-02
1.961500e+02	1.194080e-02	1.601500e+02	3.191972e-02	1.461500e+02	1.743413e-02	1.621500e+02	9.069680e-03	1.561500e+02	3.035123e-02	1.461500e+02	1.440713e-02	1.661500e+02	2.662995e-02
1.981500e+02	2.018378e-02	1.621500e+02	3.462749e-02	1.481500e+02	3.752877e-02	1.641500e+02	5.420311e-03	1.581500e+02	1.184365e-02	1.481500e+02	1.656731e-02	1.681500e+02	3.466068e-02
2.001500e+02	8.994621e-03	1.641500e+02	3.472922e-03	1.501500e+02	1.687921e-02	1.661500e+02	3.797204e-02	1.601500e+02	-7.199576e-03	1.501500e+02	2.522318e-02	1.701500e+02	3.548081e-03
2.021500e+02	1.505599e-02	1.661500e+02	4.397633e-02	1.521500e+02	2.941585e-02	1.681500e+02	1.011083e-02	1.641500e+02	2.025436e-03	1.521500e+02	1.299801e-02	1.721500e+02	2.545231e-02
2.041500e+02	1.635789e-02	1.681500e+02	3.134593e-02	1.541500e+02	1.364782e-02	1.701500e+02	8.284827e-04	1.661500e+02	6.732923e-03	1.541500e+02	2.979685e-02	1.761500e+02	5.231900e-02
2.061500e+02	1.467543e-02	1.721500e+02	1.716283e-02	1.561500e+02	2.312221e-02	1.721500e+02	-5.477698e-03	1.681500e+02	1.520142e-02	1.561500e+02	1.094719e-02	1.781500e+02	3.228506e-02
2.081500e+02	1.573186e-02	1.741500e+02	2.837352e-02	1.581500e+02	3.115484e-02	1.741500e+02	-2.723587e-03	1.701500e+02	1.460000e-02	1.601500e+02	3.285645e-02	1.801500e+02	1.238014e-02
2.101500e+02	2.517733e-02	1.761500e+02	2.278221e-02	1.601500e+02	2.385773e-02	1.761500e+02	1.321114e-02	1.721500e+02	1.462853e-02	1.621500e+02	4.489865e-03	1.821500e+02	7.747057e-03
2.121500e+02	1.398353e-02	1.781500e+02	2.975405e-02	1.621500e+02	1.748181e-02	1.781500e+02	2.062471e-02	1.741500e+02	1.149236e-02	1.641500e+02	1.675794e-02	1.841500e+02	1.221582e-02
2.141500e+02	1.939790e-02	1.801500e+02	1.711489e-02	1.641500e+02	1.341824e-02	1.801500e+02	7.115247e-03	1.761500e+02	1.074019e-02	1.661500e+02	2.129781e-02	1.861500e+02	2.602374e-02
2.161500e+02	2.574982e-02	1.821500e+02	3.004427e-02	1.661500e+02	1.033539e-02	1.821500e+02	1.232447e-02	1.781500e+02	1.086665e-02	1.681500e+02	1.588980e-02	1.901500e+02	2.646488e-02
2.181500e+02	2.405570e-02	1.841500e+02	1.321043e-02	1.681500e+02	2.313942e-02	1.841500e+02	1.203985e-02	1.801500e+02	1.535830e-02	1.701500e+02	4.939993e-03	1.921500e+02	-5.635558e-03
2.201500e+02	2.161885e-02	1.861500e+02	3.839077e-02	1.701500e+02	-1.618947e-03	1.861500e+02	8.312126e-03	1.821500e+02	3.694840e-03	1.721500e+02	3.059017e-02	1.941500e+02	3.724772e-02
2.221500e+02	2.278265e-02	1.881500e+02	1.609387e-02	1.721500e+02	2.986211e-02	1.881500e+02	2.173976e-02	1.861500e+02	4.131427e-03	1.741500e+02	1.338181e-02	1.961500e+02	3.164180e-02
2.241500e+02	1.804923e-02	1.901500e+02	1.451784e-02	1.741500e+02	1.572774e-02	1.901500e+02	3.175176e-02	1.881500e+02	8.235543e-03	1.761500e+02	4.001633e-02	1.981500e+02	-3.677308e-03
2.261500e+02	2.352686e-02	1.921500e+02	4.207135e-03	1.761500e+02	3.758886e-02	1.941500e+02	1.516698e-02	1.901500e+02	3.192625e-02	1.781500e+02	-2.018092e-02	2.001500e+02	2.219293e-02
2.281500e+02	1.126397e-02	1.941500e+02	1.411601e-02	1.781500e+02	-9.614065e-03	1.961500e+02	8.013080e-03	1.921500e+02	-3.478484e-04	1.801500e+02	2.209941e-02	2.021500e+02	2.998976e-02
2.301500e+02	1.851276e-02	1.961500e+02	1.836701e-02	1.801500e+02	4.800129e-03	1.981500e+02	1.635490e-02	1.941500e+02	3.705695e-02	1.821500e+02	4.156213e-02	2.041500e+02	3.165896e-02
2.321500e+02	1.927803e-02	1.981500e+02	2.912801e-02	1.821500e+02	1.762686e-02	2.001500e+02	1.045693e-02	1.961500e+02	-1.401070e-02	1.841500e+02	2.647335e-02	2.061500e+02	1.741709e-02
2.341500e+02	1.574611e-02	2.001500e+02	-5.488337e-03	1.841500e+02	2.898208e-02	2.021500e+02	1.696190e-02	1.981500e+02	4.015615e-02	1.861500e+02	5.105198e-03	2.081500e+02	3.140164e-02
2.361500e+02	1.103592e-02	2.021500e+02	-2.447700e-03	1.861500e+02	3.571037e-02	2.041500e+02	1.891370e-02	2.001500e+02	-8.400137e-03	1.881500e+02	3.158222e-02	2.101500e+02	1.886804e-02
2.381500e+02	3.020880e-02	2.041500e+02	1.970887e-02	1.881500e+02	7.670487e-03	2.061500e+02	2.721887e-02	2.021500e+02	7.818748e-03	1.901500e+02	1.900049e-02	2.121500e+02	2.903043e-02
2.401500e+02	2.026150e-02	2.061500e+02	1.237269e-02	1.901500e+02	3.157172e-02	2.081500e+02	4.464665e-03	2.041500e+02	1.647402e-02	1.921500e+02	2.608198e-02	2.141500e+02	1.068058e-02
2.421500e+02	1.016767e-02	2.081500e+02	4.559463e-02	1.921500e+02	7.958282e-03	2.101500e+02	1.305440e-02	2.061500e+02	1.089860e-02	1.941500e+02	1.656733e-02	2.161500e+02	6.351348e-03
2.441500e+02	6.581851e-03	2.101500e+02	4.028184e-02	1.941500e+02	2.737502e-02	2.121500e+02	1.741795e-02	2.081500e+02	-1.649130e-02	1.961500e+02	1.440714e-02	2.181500e+02	4.585538e-02
2.461500e+02	1.460681e-02	2.121500e+02	1.211564e-02	1.961500e+02	1.322647e-02	2.141500e+02	1.003903e-02	2.101500e+02	-1.082357e-02	1.981500e+02	3.393856e-02	2.201500e+02	2.036359e-02
2.481500e+02	1.249209e-02	2.141500e+02	4.576676e-02	1.981500e+02	5.202387e-03	2.161500e+02	3.176233e-02	2.121500e+02	9.132574e-03	2.001500e+02	3.346896e-02	2.221500e+02	3.430857e-02
2.501500e+02	2.428138e-02	2.161500e+02	6.821836e-02	2.001500e+02	1.737384e-03	2.181500e+02	2.771848e-02	2.141500e+02	8.754449e-03	2.021500e+02	5.662672e-03	2.241500e+02	3.743081e-02
2.521500e+02	1.457903e-02	2.181500e+02	1.667131e-02	2.021500e+02	3.235056e-02	2.201500e+02	3.270965e-02	2.161500e+02	2.168789e-02	2.041500e+02	-5.947431e-03	2.261500e+02	4.548467e-02
2.541500e+02	1.861431e-02	2.201500e+02	2.856209e-02	2.041500e+02	1.733923e-02	2.221500e+02	4.906955e-03	2.181500e+02	1.511626e-02	2.061500e+02	7.136975e-03	2.281500e+02	-9.552346e-03
2.561500e+02	7.156056e-03	2.221500e+02	8.282618e-03	2.061500e+02	1.300836e-02	2.241500e+02	3.613447e-02	2.201500e+02	2.824293e-03	2.081500e+02	1.047785e-02	2.301500e+02	4.150560e-02
2.581500e+02	5.087309e-03	2.241500e+02	3.041917e-02	2.081500e+02	1.894367e-02	2.261500e+02	8.314234e-03	2.221500e+02	1.330187e-02	2.101500e+02	5.077544e-02	2.321500e+02	1.421812e-02
2.601500e+02	1.659478e-02	2.261500e+02	2.535506e-02	2.101500e+02	3.890781e-02	2.281500e+02	1.454546e-02	2.241500e+02	8.487747e-03	2.121500e+02	2.265823e-02	2.361500e+02	6.372888e-03
2.621500e+02	1.848226e-02	2.281500e+02	4.858831e-03	2.121500e+02	-6.453664e-03	2.301500e+02	1.770965e-02	2.261500e+02	7.836815e-03	2.141500e+02	3.461194e-02	2.381500e+02	3.031167e-02
2.641500e+02	2.421283e-02	2.301500e+02	1.675057e-02	2.141500e+02	6.534653e-03	2.321500e+02	2.252847e-02	2.281500e+02	-6.127426e-03	2.161500e+02	1.222269e-02	2.401500e+02	2.823695e-02
2.661500e+02	6.450950e-03	2.321500e+02	2.797971e-02	2.161500e+02	1.425629e-02	2.341500e+02	1.160535e-02	2.301500e+02	9.175456e-03	2.181500e+02	3.078360e-03	2.441500e+02	3.122861e-02
2.681500e+02	1.617936e-02	2.341500e+02	1.646325e-02	2.201500e+02	1.437573e-02	2.361500e+02	2.115447e-02	2.321500e+02	2.599242e-02	2.221500e+02	2.150887e-02	2.461500e+02	-2.068692e-03
2.701500e+02	1.583477e-02	2.361500e+02	2.044714e-02	2.221500e+02	5.438700e-02	2.381500e+02	2.160425e-02	2.341500e+02	1.058484e-02	2.241500e+02	3.275027e-03	2.481500e+02	4.878299e-02
2.721500e+02	1.801559e-02	2.381500e+02	2.568672e-02	2.241500e+02	-7.451823e-03	2.401500e+02	4.967778e-03	2.361500e+02	6.520987e-03	2.281500e+02	1.852450e-02	2.501500e+02	4.723127e-02
2.741500e+02	8.686202e-03	2.401500e+02	3.673969e-02	2.261500e+02	4.507452e-02	2.421500e+02	1.331288e-02	2.381500e+02	3.784293e-02	2.301500e+02	1.474155e-02	2.521500e+02	5.191616e-02
2.761500e+02	8.622079e-03	2.421500e+02	-5.310171e-03	2.281500e+02	4.533478e-02	2.441500e+02	1.698578e-03	2.401500e+02	1.971342e-02	2.321500e+02	-6.446471e-03	2.541500e+02	1.892253e-02
2.781500e+02	1.756467e-02	2.441500e+02	1.963462e-02	2.301500e+02	1.119375e-02	2.461500e+02	2.881228e-02	2.421500e+02	-1.287357e-02	2.341500e+02	3.150668e-02	2.581500e+02	3.358199e-02
2.801500e+02	3.496849e-03	2.461500e+02	3.482786e-02	2.321500e+02	3.139592e-02	2.481500e+02	3.529948e-02	2.441500e+02	-8.670182e-03	2.361500e+02	2.289308e-03	2.601500e+02	5.630760e-03
